model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
3JSJ_A.pdb,181,1.18,0.83,0.87
3PAS_A.pdb,187,0.4,0.8,0.87
3BVF_A.pdb,172,0.59,0.81,0.86
4IQH_A.pdb,128,0.38,0.8,0.81
3BJA_A.pdb,132,-0.98,0.73,0.78
6YGQ_A.pdb,121,0.09,0.79,0.88
6K6R_A.pdb,122,0.88,0.83,0.89
8EB5_A.pdb,74,-1.07,0.73,0.8
3IP0_A.pdb,158,0.72,0.81,0.84
8G4Y_A.pdb,155,0.64,0.81,0.81
2FE1_A.pdb,130,0.99,0.84,0.87
8T66_B.pdb,155,0.75,0.82,0.76
4ERR_A.pdb,82,0.28,0.81,0.73
7JGW_A.pdb,145,0.23,0.79,0.79
3M8J_A.pdb,90,-0.37,0.77,0.82
1Y9B_A.pdb,79,-0.2,0.78,0.73
2Q30_A.pdb,103,0.77,0.83,0.93
2Q5C_A.pdb,187,1.61,0.85,0.88
5G4Z_A.pdb,147,-0.07,0.78,0.86
5UKV_A.pdb,70,-0.92,0.74,0.74
2RJI_A.pdb,84,0.87,0.85,0.91
3EY6_A.pdb,118,0.41,0.81,0.85
4H08_A.pdb,199,1.46,0.84,0.94
7PEG_A.pdb,109,0.74,0.83,0.85
6QYY_A.pdb,119,0.15,0.79,0.86
4QBO_A.pdb,92,2.49,0.94,0.86
5WE3_A.pdb,34,-0.7,0.68,0.63
6IF4_A.pdb,60,-1.57,0.68,0.88
3JTW_A.pdb,173,-0.05,0.78,0.88
1F08_A.pdb,148,-1.71,0.7,0.8
4G0M_A.pdb,135,0.58,0.81,0.94
4OCI_A.pdb,135,-0.01,0.78,0.83
3QX1_A.pdb,81,-0.52,0.76,0.81
1X6Z_A.pdb,120,0.86,0.83,0.87
3CI9_A.pdb,44,0.26,0.81,0.83
6O8L_A.pdb,92,0.08,0.8,0.82
4BOE_A.pdb,154,-0.54,0.75,0.9
3RQ9_A.pdb,78,0.46,0.82,0.77
6IZW_C.pdb,122,-1.09,0.73,0.83
5CWT_A.pdb,41,2,1,0.76
5LDQ_A.pdb,175,1.04,0.83,0.91
2O4A_A.pdb,84,0.64,0.83,0.8
3CEX_A.pdb,165,-0.51,0.76,0.88
3BF4_A.pdb,109,-1.28,0.72,0.69
4PC0_C.pdb,20,-0.08,0.75,0.66
3CVE_A.pdb,66,1.44,0.9,0.89
2CCM_A.pdb,190,0.71,0.81,0.9
1Z6M_A.pdb,170,0.2,0.79,0.87
3AJF_A.pdb,89,-0.67,0.75,0.81
6YIP_A.pdb,71,3.19,1,0.75
4L5E_A.pdb,46,0.84,0.88,0.88
3O0G_D.pdb,149,-1.07,0.73,0.93
2QJL_A.pdb,99,0,0.79,0.86
1YLX_A.pdb,94,1.24,0.86,0.83
2V33_A.pdb,91,-0.49,0.76,0.75
1F7D_A.pdb,118,-0.07,0.78,0.87
3V0R_A.pdb,130,0.03,0.78,0.9
8ORV_A.pdb,193,-0.39,0.76,0.89
5CJ1_A.pdb,98,1.01,0.85,0.79
4RS2_A.pdb,180,0.37,0.8,0.9
1B9O_A.pdb,123,-0.67,0.75,0.81
4HGU_A.pdb,40,0.73,0.85,0.81
5L8X_B.pdb,172,0.98,0.82,0.9
8BFH_A.pdb,165,-0.82,0.74,0.83
3KB5_A.pdb,193,-0.57,0.76,0.8
5TKM_A.pdb,184,0.71,0.81,0.96
5OVV_A.pdb,99,1.26,0.86,0.84
1CNN_A.pdb,26,-1.25,0.61,0.6
6JV7_A.pdb,74,-0.4,0.77,0.71
3KZ7_A.pdb,119,1.04,0.84,0.85
3SWK_A.pdb,86,2.78,0.96,0.85
6SWL_A.pdb,132,0.43,0.81,0.84
3BY6_A.pdb,119,1.11,0.85,0.85
7FBY_A.pdb,153,-0.4,0.76,0.87
3UEP_A.pdb,85,0.17,0.81,0.74
4CHE_A.pdb,161,0.4,0.8,0.9
7Y5J_A.pdb,95,-0.01,0.79,0.88
6T02_B.pdb,164,0.12,0.79,0.87
2Q24_A.pdb,170,1.73,0.86,0.8
8ANT_A.pdb,79,-0.15,0.78,0.73
5HDW_A.pdb,131,1.21,0.85,0.92
1LTS_C.pdb,41,-0.17,0.75,0.68
4TT9_A.pdb,70,-0.4,0.77,0.69
1EYV_A.pdb,131,0.64,0.82,0.91
7MW7_A.pdb,118,-0.69,0.75,0.91
7XP9_A.pdb,76,0.85,0.85,0.81
3P9A_A.pdb,139,-0.76,0.74,0.82
6XAZ_B.pdb,125,-0.94,0.73,0.91
5CES_A.pdb,91,0.52,0.82,0.82
1Q5Y_A.pdb,84,-0.18,0.78,0.83
7NBI_A.pdb,131,-0.33,0.77,0.86
6AR4_A.pdb,86,1.28,0.87,0.88
3LLY_B.pdb,16,-2.5,0.47,0.59
4LMI_A.pdb,134,0.96,0.83,0.86
4EGU_A.pdb,118,1.01,0.84,0.91
5UMR_A.pdb,97,0.32,0.81,0.81
4HQU_A.pdb,95,-0.99,0.74,0.83
4S0U_C.pdb,175,-1.45,0.72,0.93
4JGL_A.pdb,145,0.39,0.8,0.91
2FLD_A.pdb,161,-1.01,0.73,0.88
6WIS_A.pdb,119,0.71,0.82,0.88
1IKO_P.pdb,141,0.58,0.81,0.87
2MLJ_A.pdb,18,-0.18,0.74,0.27
6AVD_A.pdb,40,-0.33,0.72,0.63
3M7K_A.pdb,142,-1.37,0.71,0.94
6NE2_A.pdb,119,0.03,0.79,0.89
2R2A_A.pdb,182,-0.07,0.78,0.83
6WK9_A.pdb,104,-2.29,0.67,0.65
7NZ9_A.pdb,161,1.11,0.83,0.91
2ETH_A.pdb,135,-0.62,0.75,0.77
8B2E_A.pdb,141,-0.62,0.75,0.93
1I4U_A.pdb,181,0.46,0.8,0.9
3RX6_A.pdb,187,0.58,0.81,0.87
1DUS_A.pdb,192,-0.23,0.77,0.86
1P0Z_A.pdb,131,0.72,0.82,0.86
6J6L_A.pdb,190,0.44,0.8,0.7
2X5H_A.pdb,92,1.53,0.88,0.77
1T9F_A.pdb,178,-1.03,0.74,0.92
4QRL_A.pdb,110,1.49,0.87,0.87
8H39_A.pdb,92,0.51,0.82,0.9
3BY8_A.pdb,133,0.73,0.82,0.82
4RN7_A.pdb,185,0.71,0.81,0.92
5HFS_A.pdb,65,-0.44,0.77,0.83
3RX9_A.pdb,130,0.76,0.82,0.83
1QZG_A.pdb,170,-0.47,0.76,0.92
1NEZ_G.pdb,122,-0.23,0.77,0.81
3KM5_A.pdb,179,0.76,0.81,0.91
3TEU_A.pdb,98,2.63,0.94,0.89
3UC2_A.pdb,123,0.38,0.8,0.87
6EHI_A.pdb,159,0.23,0.79,0.93
3OV8_A.pdb,91,0.9,0.85,0.85
1VM5_A.pdb,13,0.76,0.85,0.65
5WXM_A.pdb,130,0.71,0.82,0.79
2JDA_A.pdb,139,0.78,0.82,0.87
4AIV_A.pdb,113,0.13,0.79,0.95
1DK8_A.pdb,147,-0.14,0.77,0.86
6MPZ_A.pdb,142,0.97,0.83,0.92
6P8O_B.pdb,130,0.97,0.83,0.85
6XPJ_A.pdb,109,0.73,0.83,0.9
7XT1_A.pdb,136,0.6,0.81,0.85
2X9A_A.pdb,61,-0.82,0.73,0.9
1H1O_A.pdb,172,-1.17,0.73,0.89
7O6U_A.pdb,69,-0.78,0.74,0.61
4ZKA_A.pdb,83,0.95,0.85,0.83
3MSW_A.pdb,135,-0.42,0.76,0.84
6P29_A.pdb,134,-0.62,0.75,0.94
4Y99_B.pdb,74,2.23,0.94,0.77
5I41_B.pdb,67,1.21,0.88,0.8
4UNU_A.pdb,109,1.03,0.84,0.86
5E1Z_B.pdb,169,-0.19,0.77,0.86
3PG0_A.pdb,140,0.73,0.82,0.93
3PNX_A.pdb,150,-0.72,0.75,0.82
1VMG_A.pdb,80,0.45,0.83,0.83
5YWR_B.pdb,87,-2.33,0.65,0.89
3T7Y_A.pdb,94,0.69,0.83,0.85
1TIG_A.pdb,88,0.25,0.81,0.9
2HSB_A.pdb,122,-0.19,0.77,0.88
5U9S_A.pdb,25,-0.66,0.68,0.51
2BT9_A.pdb,90,0.79,0.84,0.88
1RKK_A.pdb,18,-2.85,0.43,0.46
4V0S_B.pdb,143,0.29,0.8,0.86
4WFW_A.pdb,84,1.02,0.86,0.91
4KE2_A.pdb,196,0.76,0.81,0.86
6KWZ_A.pdb,98,0.3,0.81,0.89
3NGP_A.pdb,57,0.36,0.82,0.79
3KNV_A.pdb,123,-0.73,0.75,0.9
3MKQ_B.pdb,177,-0.47,0.76,0.87
5J6V_A.pdb,19,-2.25,0.5,0.52
2IH3_C.pdb,97,-1.83,0.69,0.87
7YPL_A.pdb,100,0.93,0.84,0.88
7NUV_A.pdb,76,0.8,0.85,0.73
4TSD_A.pdb,179,-1.31,0.73,0.87
3CCD_A.pdb,85,0.79,0.84,0.8
3MCW_A.pdb,192,0.62,0.81,0.9
3EAZ_A.pdb,102,0.31,0.81,0.79
5L87_A.pdb,62,1.04,0.87,0.88
2P1A_A.pdb,137,-1.04,0.73,0.85
5SVY_A.pdb,50,0.12,0.8,0.84
7BRI_L.pdb,29,-1.24,0.61,0.6
1CFZ_A.pdb,162,-0.77,0.74,0.84
5M0W_A.pdb,62,-1.04,0.72,0.9
3L32_A.pdb,44,0.07,0.79,0.73
2K38_A.pdb,35,-2.96,0.41,0.26
5JW8_A.pdb,133,-0.82,0.74,0.8
3R87_A.pdb,132,-0.05,0.78,0.89
6KV2_B.pdb,187,-1.24,0.73,0.82
8AGA_A.pdb,131,0.62,0.82,0.86
7OX3_C.pdb,119,0.36,0.8,0.89
7Q6C_A.pdb,163,-2.61,0.66,0.75
3PF6_A.pdb,56,-1.31,0.67,0.63
2V1V_A.pdb,29,-1.3,0.61,0.62
7ALC_F.pdb,83,0.4,0.82,0.9
4ICV_A.pdb,84,-0.24,0.78,0.85
2I5U_A.pdb,75,0.95,0.86,0.82
2F46_A.pdb,141,0.57,0.81,0.87
3B8L_A.pdb,140,0.24,0.79,0.84
1H7C_A.pdb,99,2.35,0.92,0.86
1KLX_A.pdb,133,-0.95,0.73,0.89
3QR7_A.pdb,115,-1.51,0.71,0.47
2P6H_A.pdb,134,0.19,0.79,0.91
2GF6_A.pdb,131,0.62,0.82,0.9
1T2W_A.pdb,145,-0.46,0.76,0.81
6MSV_A.pdb,86,1.21,0.87,0.85
7Z06_A.pdb,181,0.64,0.81,0.92
2CC0_A.pdb,192,0.77,0.81,0.97
2Q3Q_A.pdb,118,-1.73,0.69,0.86
4O32_A.pdb,89,0.38,0.82,0.87
2OD6_A.pdb,104,-2.55,0.66,0.73
2PQA_C.pdb,127,-1.31,0.71,0.85
2P12_A.pdb,163,0.4,0.8,0.9
8AMY_A.pdb,85,-1.73,0.69,0.87
2I4A_A.pdb,107,0.69,0.83,0.9
4IY0_A.pdb,152,0.59,0.81,0.86
8HJA_A.pdb,146,-0.6,0.75,0.84
4WAN_A.pdb,124,0.31,0.8,0.85
3HOI_A.pdb,184,-1.34,0.72,0.82
2XLK_A.pdb,188,1.44,0.84,0.78
8AG8_A.pdb,106,0.48,0.82,0.87
4IT7_A.pdb,107,-1.41,0.71,0.9
4Z8A_A.pdb,75,0.6,0.84,0.82
8EB9_A.pdb,89,0.17,0.8,0.87
2E0Q_A.pdb,104,1.91,0.89,0.87
8JWD_A.pdb,123,0.64,0.82,0.94
2PLI_A.pdb,83,0.09,0.8,0.83
4X2H_A.pdb,192,-0.1,0.78,0.86
8AJQ_A.pdb,132,-0.74,0.74,0.94
3EYY_A.pdb,133,-1.18,0.72,0.91
5JH0_A.pdb,156,2.09,0.88,0.81
1HLB_A.pdb,157,-3.74,0.6,0.82
4NF1_A.pdb,146,-0.09,0.78,0.89
1LUP_A.pdb,31,-3.84,0.31,0.47
1FAS_A.pdb,61,-0.02,0.79,0.84
6HTF_A.pdb,104,-0.87,0.75,0.83
3QV1_G.pdb,21,0.82,0.86,0.58
1RU5_A.pdb,36,-1.68,0.56,0.48
3KHT_A.pdb,130,0.05,0.79,0.85
4Y2M_A.pdb,65,0.51,0.83,0.87
4FVG_A.pdb,109,0.1,0.79,0.82
2QLC_A.pdb,126,-0.54,0.75,0.86
3O69_B.pdb,189,-0.34,0.77,0.89
2RE7_A.pdb,130,-1.37,0.71,0.84
2CB8_A.pdb,86,1.03,0.86,0.81
1PMH_X.pdb,181,1.76,0.86,0.94
4PZJ_A.pdb,67,0.99,0.87,0.73
2E1F_A.pdb,94,0.04,0.8,0.85
1JF3_A.pdb,147,-0.08,0.78,0.84
6K2H_A.pdb,135,1.24,0.85,0.91
3WH2_A.pdb,132,-0.93,0.73,0.85
2OTM_A.pdb,148,0.33,0.8,0.88
6IN7_A.pdb,79,0.57,0.83,0.86
3URR_A.pdb,152,1.61,0.86,0.89
1YN3_A.pdb,98,0.51,0.82,0.82
2F2L_A.pdb,166,0.16,0.79,0.94
8H02_A.pdb,79,-0.45,0.76,0.8
4OJU_A.pdb,140,-0.33,0.76,0.88
5MR1_A.pdb,101,-1.73,0.7,0.89
1RVV_1.pdb,154,0.37,0.8,0.83
2UVS_A.pdb,38,-1.36,0.6,0.61
4KDW_A.pdb,102,1.67,0.88,0.84
3U4Z_A.pdb,109,-3.67,0.59,0.77
2YEN_A.pdb,21,0.7,0.84,0.68
4ISO_B.pdb,60,0.45,0.83,0.84
2Z0T_A.pdb,109,1.6,0.87,0.83
1AHS_A.pdb,119,-0.12,0.78,0.95
1KQ1_A.pdb,60,0.82,0.85,0.81
5A4O_A.pdb,74,-0.53,0.76,0.79
6SU5_A.pdb,154,0.44,0.8,0.9
7RIH_A.pdb,3,-6.45,0,0
3U12_A.pdb,101,1.06,0.85,0.92
7XI6_A.pdb,56,0.54,0.84,0.79
5HTL_A.pdb,140,0.45,0.8,0.86
6EWH_A.pdb,181,0.39,0.8,0.89
4UXA_A.pdb,131,-0.03,0.78,0.92
4ZDS_A.pdb,132,0.69,0.82,0.83
1XAK_A.pdb,68,0.72,0.85,0.86
6X1N_A.pdb,105,2.22,0.91,0.9
1SEN_A.pdb,135,0.5,0.81,0.85
7TWD_A.pdb,44,0.88,0.89,0.88
5NYK_A.pdb,118,0.58,0.82,0.87
3FGV_A.pdb,91,0.05,0.8,0.83
4M7R_A.pdb,180,0.97,0.82,0.82
4OWK_A.pdb,131,-1.2,0.72,0.93
3IIS_M.pdb,151,0.86,0.82,0.82
7PB9_A.pdb,173,0.02,0.78,0.91
5GYQ_A.pdb,169,-0.93,0.74,0.91
4GZC_A.pdb,132,0.49,0.81,0.84
3F40_A.pdb,105,-0.3,0.78,0.83
6ZEG_C.pdb,66,-2.08,0.66,0.67
6QEQ_A.pdb,110,0.14,0.8,0.75
8A8F_B.pdb,59,-2.21,0.62,0.71
2FW5_A.pdb,125,-0.75,0.74,0.91
1WS8_A.pdb,104,1.08,0.85,0.9
1TU9_A.pdb,131,0.06,0.79,0.85
3QF2_A.pdb,90,0.14,0.8,0.85
4L82_A.pdb,156,-0.11,0.77,0.95
4G9Y_A.pdb,136,0.23,0.79,0.84
6VG5_A.pdb,81,0.06,0.8,0.72
3R3Q_A.pdb,153,0.94,0.83,0.89
3ONJ_A.pdb,97,0.28,0.81,0.81
2CX1_A.pdb,181,1.76,0.86,0.88
4F3J_A.pdb,143,-0.09,0.78,0.91
2A9I_A.pdb,105,-0.4,0.77,0.83
5UC0_A.pdb,159,-0.04,0.78,0.87
6GHU_A.pdb,78,-0.68,0.75,0.86
1TZV_A.pdb,141,1.02,0.83,0.88
5EF9_A.pdb,168,-0.58,0.76,0.85
7X4D_A.pdb,37,0.97,0.88,0.84
5HDK_D.pdb,108,0.56,0.82,0.8
8EY4_A.pdb,86,0.67,0.83,0.89
1LJ2_A.pdb,106,-0.35,0.77,0.81
1YQB_A.pdb,88,0.31,0.81,0.73
5H1X_A.pdb,48,-0.6,0.71,0.8
7S3W_A.pdb,145,1.32,0.85,0.91
6MGH_A.pdb,147,-0.69,0.75,0.89
1Z8U_A.pdb,90,-1.44,0.71,0.76
2Q3W_A.pdb,109,0.37,0.81,0.86
8P35_A.pdb,100,0.42,0.82,0.87
6WI6_A.pdb,58,0.08,0.8,0.89
2O6K_A.pdb,70,-0.51,0.76,0.85
4C1Q_A.pdb,173,0.51,0.8,0.91
8C4P_A.pdb,173,1.44,0.84,0.84
3B33_A.pdb,105,-0.77,0.75,0.82
1XER_A.pdb,102,-0.88,0.75,0.9
3KCM_A.pdb,134,0.07,0.79,0.86
3RHB_A.pdb,100,2.43,0.92,0.83
7D8O_A.pdb,163,0.26,0.79,0.9
4Q9B_A.pdb,101,0.16,0.8,0.9
1JEK_A.pdb,40,0.86,0.86,0.9
5LPI_A.pdb,129,-0.72,0.74,0.92
5W60_A.pdb,179,-0.76,0.75,0.76
6ANZ_A.pdb,144,1.22,0.84,0.91
2GYQ_B.pdb,157,-0.22,0.77,0.86
7P3I_A.pdb,168,-0.43,0.76,0.8
4K0D_A.pdb,141,-1.09,0.73,0.82
1U2M_C.pdb,137,0.69,0.82,0.82
1QB2_A.pdb,107,0.33,0.81,0.72
6OOD_A.pdb,155,0.14,0.79,0.9
4L05_A.pdb,154,2.28,0.89,0.92
2OMD_A.pdb,135,1.16,0.84,0.9
5U9X_A.pdb,23,-0.87,0.66,0.58
2W7A_A.pdb,97,0.94,0.85,0.82
5K08_A.pdb,142,0.38,0.8,0.9
5KWR_A.pdb,139,0.1,0.79,0.88
7QFK_A.pdb,174,0.57,0.81,0.9
2RJN_A.pdb,135,0.19,0.79,0.91
4EF0_A.pdb,115,0.96,0.84,0.88
2VLI_B.pdb,169,2.06,0.87,0.87
5M0Y_B.pdb,157,1.73,0.87,0.9
3VYG_B.pdb,152,-0.51,0.75,0.8
1Z54_A.pdb,132,-0.17,0.77,0.91
3I9S_A.pdb,157,-0.77,0.74,0.85
2WDS_A.pdb,123,0.47,0.81,0.87
1OSD_A.pdb,72,1.19,0.87,0.78
5XUK_A.pdb,115,-0.15,0.78,0.87
2DP9_A.pdb,124,0.33,0.8,0.85
1ROO_A.pdb,35,-1.74,0.56,0.6
5VGB_B.pdb,85,0.11,0.8,0.93
4B0H_A.pdb,130,-0.84,0.74,0.86
4ZJ9_A.pdb,93,-0.6,0.76,0.74
7XTN_A.pdb,156,-0.15,0.77,0.85
3NTK_A.pdb,169,0.28,0.79,0.87
1V28_A.pdb,23,-1.03,0.64,0.44
4M32_A.pdb,160,-0.62,0.75,0.92
2GF4_A.pdb,85,-1.28,0.72,0.87
4BJ8_A.pdb,119,0.59,0.82,0.88
4J5R_A.pdb,141,1.02,0.83,0.87
1L1Q_A.pdb,181,0.44,0.8,0.9
8GAJ_B.pdb,19,1.29,0.91,0.64
2JLI_A.pdb,100,0.35,0.81,0.86
5C9N_A.pdb,64,2.01,0.94,0.84
6O2V_A.pdb,135,-0.84,0.74,0.89
6TLY_A.pdb,99,-1.09,0.73,0.91
7RUT_A.pdb,186,-0.32,0.77,0.87
3LCY_A.pdb,196,0.1,0.78,0.89
8EY3_A.pdb,60,0.46,0.83,0.85
6F1S_A.pdb,144,1.07,0.84,0.84
5A1N_A.pdb,168,-0.72,0.75,0.9
1N12_A.pdb,135,-0.73,0.74,0.84
4YCS_A.pdb,119,-0.29,0.77,0.84
8WOJ_A.pdb,72,0.27,0.81,0.95
2AQ2_A.pdb,110,0.87,0.83,0.86
4CUA_A.pdb,176,0.27,0.79,0.83
7NLC_A.pdb,144,0.03,0.78,0.85
5HD9_A.pdb,191,-0.65,0.75,0.78
3PJP_A.pdb,194,0.6,0.8,0.82
4WHI_A.pdb,102,0.92,0.84,0.83
1XWV_A.pdb,129,1.29,0.85,0.81
2HEV_F.pdb,126,-0.14,0.78,0.9
2ESH_A.pdb,114,0.24,0.8,0.83
1IFR_A.pdb,113,0.08,0.79,0.85
7OC9_A.pdb,133,1.18,0.85,0.95
2C9L_Y.pdb,63,1.53,0.91,0.8
3A8Y_C.pdb,99,-1.74,0.7,0.84
2J5A_A.pdb,106,0.12,0.8,0.91
5LJL_A.pdb,147,0.96,0.83,0.9
1KY2_A.pdb,180,0.38,0.8,0.88
6FH4_A.pdb,75,-0.48,0.77,0.85
2G84_A.pdb,189,-0.37,0.77,0.93
6TP9_A.pdb,85,-0.58,0.76,0.8
3S0A_A.pdb,119,0.22,0.8,0.86
4QWO_A.pdb,130,0.17,0.79,0.87
6D8U_A.pdb,31,0.34,0.8,0.8
1FD3_A.pdb,41,0.66,0.84,0.87
4FR9_A.pdb,131,0.65,0.82,0.86
3CNQ_P.pdb,71,-0.59,0.76,0.75
4IXA_A.pdb,102,-0.01,0.79,0.85
1X7V_A.pdb,95,-0.41,0.77,0.89
7T1K_A.pdb,102,-0.33,0.78,0.85
3KTO_A.pdb,118,-0.35,0.77,0.76
2OOP_A.pdb,36,-1.89,0.54,0.59
6CPB_A.pdb,135,-0.46,0.76,0.83
7Y54_A.pdb,100,-0.17,0.78,0.89
2H29_A.pdb,188,0.37,0.8,0.91
4XJC_A.pdb,177,-0.14,0.77,0.9
1USO_A.pdb,78,0.48,0.83,0.84
5VHG_A.pdb,149,-0.24,0.77,0.85
3A07_A.pdb,116,0.07,0.79,0.9
5TVI_V.pdb,90,-1.17,0.72,0.9
6L7Q_A.pdb,145,0,0.78,0.93
7R84_A.pdb,52,0.76,0.86,0.79
5SYB_A.pdb,90,-1.7,0.69,0.83
3H35_A.pdb,142,-1.07,0.73,0.8
5ZS3_A.pdb,110,-0.78,0.75,0.78
1WDJ_A.pdb,186,0.84,0.82,0.92
7T91_A.pdb,67,-1.72,0.68,0.85
5W1A_B.pdb,154,0.65,0.81,0.89
6XRB_A.pdb,150,-0.18,0.77,0.82
2BSS_C.pdb,10,-0.8,0.67,0.3
2B8M_A.pdb,105,0.51,0.82,0.86
4HVY_A.pdb,135,1.54,0.86,0.89
1RCU_A.pdb,167,0.7,0.81,0.91
3R62_A.pdb,125,1.49,0.86,0.88
1XPJ_A.pdb,124,0.74,0.82,0.91
1YB3_A.pdb,163,1.77,0.86,0.91
6Z4A_A.pdb,151,-0.52,0.75,0.87
3E9T_A.pdb,112,0.29,0.8,0.88
2Q3G_A.pdb,89,1.67,0.9,0.86
1AGT_A.pdb,38,-1.41,0.6,0.67
2DT4_A.pdb,143,0.9,0.83,0.9
5DTC_A.pdb,87,0.25,0.81,0.86
2KGU_A.pdb,35,-0.36,0.72,0.72
1T82_A.pdb,138,0.47,0.81,0.91
4LA2_A.pdb,190,0.55,0.8,0.94
6TJ7_A.pdb,134,2.08,0.89,0.91
4MPO_A.pdb,145,-0.64,0.75,0.87
5TBX_A.pdb,83,0.49,0.83,0.81
1SK7_A.pdb,187,0.67,0.81,0.9
6OTD_A.pdb,153,-0.11,0.77,0.86
2BZ7_A.pdb,102,1.41,0.86,0.9
1H9I_I.pdb,30,0.48,0.82,0.73
2GE3_A.pdb,160,0.03,0.78,0.84
2RFR_A.pdb,152,0.63,0.81,0.92
6T3O_A.pdb,108,0.41,0.81,0.79
4H8Q_A.pdb,119,0.13,0.79,0.84
2NSZ_A.pdb,129,1.09,0.84,0.84
6WW3_A.pdb,60,-0.49,0.76,0.91
4ZWQ_A.pdb,136,-0.7,0.74,0.83
1EB6_A.pdb,177,0.83,0.82,0.85
7B5W_A.pdb,97,-0.18,0.78,0.74
5B3P_A.pdb,134,1.4,0.86,0.83
2CAR_A.pdb,196,1.24,0.83,0.89
2RBG_A.pdb,123,0.75,0.82,0.88
4YBA_A.pdb,77,1.04,0.87,0.86
5BTW_A.pdb,132,1.16,0.84,0.93
1J0W_A.pdb,97,-0.98,0.74,0.88
3GMX_A.pdb,154,0.52,0.81,0.91
6RJX_A.pdb,157,1.59,0.86,0.88
7B2S_A.pdb,172,0.79,0.82,0.91
1G2Q_A.pdb,178,0.86,0.82,0.87
3EF4_A.pdb,124,-0.29,0.77,0.91
1ON2_A.pdb,135,0.5,0.81,0.83
3ECF_A.pdb,124,-0.07,0.78,0.96
4WH5_A.pdb,155,0.18,0.79,0.91
1I8N_A.pdb,89,-0.76,0.75,0.93
3SO6_A.pdb,137,0.19,0.79,0.86
6I1M_A.pdb,93,-0.31,0.77,0.92
5JNP_A.pdb,75,-0.82,0.74,0.76
1Q9U_A.pdb,126,1.37,0.86,0.84
7DH7_A.pdb,148,0.49,0.81,0.85
4IN0_A.pdb,141,0.58,0.81,0.88
5G51_A.pdb,157,-0.23,0.77,0.9
3O7H_A.pdb,166,0.39,0.8,0.88
7NET_A.pdb,57,-0.52,0.75,0.71
7CMA_A.pdb,155,-0.01,0.78,0.93
7A2P_A.pdb,59,0.93,0.86,0.84
2W2X_C.pdb,109,-1.59,0.7,0.82
1XLQ_A.pdb,106,-0.1,0.79,0.87
1G6X_A.pdb,58,0.29,0.82,0.83
4G78_A.pdb,147,0.25,0.79,0.88
3ICU_A.pdb,171,0.31,0.79,0.91
8BBM_A.pdb,159,-0.37,0.76,0.8
1UNQ_A.pdb,118,0.14,0.79,0.84
2YZI_A.pdb,125,0.14,0.79,0.81
2QLW_A.pdb,100,0.02,0.79,0.82
2APL_A.pdb,147,0.6,0.81,0.91
3N1F_D.pdb,102,0.49,0.82,0.86
3R5G_A.pdb,195,0.92,0.82,0.93
6ZUS_A.pdb,143,-0.95,0.73,0.94
2PF5_D.pdb,96,0.57,0.82,0.88
6AL9_A.pdb,90,0.98,0.85,0.8
7ZPS_A.pdb,136,0.32,0.8,0.95
3RRI_A.pdb,128,-0.08,0.78,0.89
2V8F_A.pdb,138,-0.37,0.76,0.89
2CU3_A.pdb,60,1.18,0.88,0.81
6B8P_A.pdb,76,0.34,0.82,0.64
6EY0_A.pdb,147,-2.13,0.68,0.76
4QB6_A.pdb,129,0.51,0.81,0.89
8IW5_A.pdb,48,-0.5,0.73,0.67
5KX4_A.pdb,95,0.33,0.81,0.9
5WEE_A.pdb,188,-0.77,0.75,0.96
7AD5_A.pdb,124,-1.86,0.68,0.9
5B3D_A.pdb,112,-0.15,0.78,0.69
1V6P_A.pdb,62,0.3,0.82,0.78
3M7A_A.pdb,135,1.07,0.84,0.83
6PIR_B.pdb,137,0.26,0.8,0.87
3FYR_A.pdb,36,0.47,0.82,0.89
2WH6_A.pdb,157,-0.39,0.76,0.87
4WEE_A.pdb,135,0.14,0.79,0.81
5M33_A.pdb,92,0.49,0.82,0.8
2OOJ_B.pdb,128,0.41,0.8,0.84
2JQW_A.pdb,17,-5.27,0.14,0.24
4JEM_A.pdb,157,-0.17,0.77,0.91
2EJN_A.pdb,146,-0.17,0.77,0.88
6ABQ_A.pdb,111,-0.83,0.75,0.82
8HLG_A.pdb,137,-0.55,0.75,0.91
3F52_A.pdb,77,0.26,0.81,0.77
1DCD_A.pdb,36,0.49,0.82,0.85
2EKN_A.pdb,145,-0.58,0.75,0.92
6ZH1_A.pdb,159,0.09,0.78,0.93
5F6E_A.pdb,156,1.45,0.85,0.91
2G6F_X.pdb,59,0.32,0.82,0.82
3KP8_A.pdb,94,1.36,0.87,0.9
5OAK_A.pdb,90,2.37,0.93,0.88
6QQ4_A.pdb,121,0.77,0.82,0.88
1JHS_A.pdb,188,0.33,0.8,0.91
4EVX_A.pdb,92,-1.44,0.71,0.61
4G2S_A.pdb,106,0.49,0.82,0.88
7Y86_A.pdb,81,0.21,0.81,0.8
6ER4_A.pdb,194,-0.25,0.77,0.89
3QS2_A.pdb,173,0.23,0.79,0.83
1SMX_A.pdb,87,-0.25,0.78,0.8
3EZI_A.pdb,104,-0.31,0.77,0.88
3FDR_A.pdb,89,-0.03,0.79,0.91
2PJP_A.pdb,121,-0.28,0.77,0.79
3LUR_A.pdb,152,-0.27,0.77,0.8
5C04_A.pdb,153,-0.39,0.76,0.94
6HGM_B.pdb,33,0.3,0.8,0.67
2H1E_A.pdb,166,-2.09,0.69,0.78
